account,date,sentiment,n_trades,sum_size_usd,mean_size_usd,sum_size_tokens,avg_pnl,total_pnl,win_rate,buy_fraction,long_fraction
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-06,Extreme Fear,27,771.0,28.555555555555557,165981.27,7.9909184444444445,215.754798,0.2962962962962963,0.037037037037037035,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-07,Fear,1,0.04,0.04,0.81132,0.0,0.0,0.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-17,Fear,29,30037.26,1035.7675862068966,177872.0,0.0,0.0,0.0,1.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-30,Fear,1,0.69,0.69,5399.571247,0.0,0.0,0.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-09-05,Fear,1,0.84,0.84,10818.93703,0.0,0.0,0.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-18,Extreme Greed,6,696.74,116.12333333333333,61578.5,8.030857666666668,48.185146,0.3333333333333333,0.16666666666666666,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-19,Extreme Greed,1,0.01,0.01,0.88655,0.0,0.0,0.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-29,Extreme Greed,56,101790.11,1817.6805357142857,406949.75,312.70226407142854,17511.326788,0.6428571428571429,0.30357142857142855,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-30,Extreme Greed,35,99705.14,2848.7182857142857,192342.68366,544.3046224571428,19050.661786,0.7714285714285715,0.2,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-01,Extreme Greed,3,34.1,11.366666666666667,3333528.05,4.522309666666667,13.566929,0.6666666666666666,0.3333333333333333,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-14,Extreme Greed,36,199999.87,5555.551944444444,10269.57,0.0,0.0,0.0,1.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-15,Extreme Greed,6,702.1700000000001,117.02833333333335,648341.27,57.804607000000004,346.827642,0.8333333333333334,0.16666666666666666,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-20,Greed,2,45.55,22.775,40.88,11.40136,22.80272,0.5,0.5,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-20,Extreme Greed,2,366.15999999999997,183.07999999999998,16.42,0.0,0.0,0.0,1.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-23,Extreme Greed,3,18.560000000000002,6.186666666666667,8776.92,-1992.7955066666666,-5978.38652,0.6666666666666666,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-24,Extreme Greed,1,0.01,0.01,0.48594,0.0,0.0,0.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-14,Neutral,2,50.78,25.39,8332.7,9.765152,19.530304,1.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-21,Greed,7,1294.15,184.87857142857143,62527.36,-50.09038485714286,-350.632694,0.0,0.2857142857142857,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-06,Fear,37,51825.01,1400.675945945946,3000.0,16.21645735135135,600.008922,0.7027027027027027,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-10,Extreme Fear,26,43000.520000000004,1653.866153846154,3000.0,-316.3265801923077,-8224.491085,0.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-11,Extreme Fear,119,231829.98,1948.151092436975,17000.0,-491.1340292941176,-58444.949486,0.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-06,Fear,19,39996.37,2105.072105263158,7079.0,0.0,0.0,0.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-07,Extreme Fear,61,110509.7,1811.634426229508,85127.09999999999,155.50590163934427,9485.86,0.3442622950819672,0.3442622950819672,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-09,Extreme Fear,30,39999.58,1333.3193333333334,41364.9,0.0,0.0,0.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-12,Fear,32,35386.74,1105.835625,70493.0,77.08139746875,2466.604719,1.0,1.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-13,Neutral,9,21069.02,2341.0022222222224,41241.4,119.64208133333334,1076.778732,1.0,1.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-21,Fear,124,180926.84,1459.0874193548386,125384.49,-28.49735916935484,-3533.6725370000004,0.9354838709677419,0.06451612903225806,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-22,Neutral,1,0.01,0.01,0.0093247,0.0,0.0,0.0,0.0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-25,Greed,73,60351.3,826.7301369863014,60868.03,0.47452041095890407,34.63999,1.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-12,Extreme Greed,2,10390.6,5195.3,3.0996,0.0,0.0,0.0,1.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-20,Extreme Greed,2,21764.32,10882.16,3.23191,-404.079354,-808.158708,0.0,0.5,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-01,Extreme Greed,1,199.81,199.81,459.0,0.0,0.0,0.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-03,Extreme Greed,1,209.94,209.94,500.0,0.0,0.0,0.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-05,Extreme Greed,6,61428.49,10238.081666666667,402.27394,0.0,0.0,0.0,1.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-06,Greed,20,33151.06,1657.5529999999999,11595.03055,0.0,0.0,0.0,0.25,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-09,Extreme Greed,8,4824.8,603.1,12062.0,60.4577595,483.662076,1.0,1.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-10,Extreme Greed,3,67566.11,22522.036666666667,156.92631,0.0,0.0,0.0,1.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-11,Greed,4,160050.2,40012.55,1.59311,930.33641225,3721.345649,1.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-13,Extreme Greed,26,76820.97,2954.652692307692,4284.14,42.95386923076923,1116.8006,0.5,0.5,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-14,Extreme Greed,1,6591.46,6591.46,300.98,1898.178342,1898.178342,1.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-15,Extreme Greed,28,55831.68,1993.9885714285715,2481.67,236.55296978571428,6623.483154,0.8214285714285714,0.17857142857142858,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-16,Extreme Greed,14,82133.87,5866.705,3454.84,495.87048749999997,6942.186825,0.6428571428571429,0.35714285714285715,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-18,Extreme Greed,12,8151.69,679.3075,339.05,11.337848833333332,136.054186,0.25,0.75,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-20,Greed,4,11350.75,2837.6875,1044.55,419.07568150000003,1676.3027260000001,0.75,0.5,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-24,Greed,19,337139.57,17744.187894736842,11874.32,781.5678347894737,14849.788861,0.8421052631578947,0.15789473684210525,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-01,Greed,12,183247.16999999998,15270.597499999998,7859.57,-804.6397484166667,-9655.676981,0.4166666666666667,0.5,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-03,Greed,1,6217.48,6217.48,266.73,0.0,0.0,0.0,1.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-14,Greed,3,2400.87,800.29,3885.2,0.0,0.0,0.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-19,Extreme Greed,3,45815.23,15271.743333333334,2033.25,-528.1859366666666,-1584.55781,0.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-20,Extreme Greed,4,59796.659999999996,14949.164999999999,0.5762,-100.31595,-401.2638,0.0,0.25,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-23,Extreme Greed,4,45000.0,11250.0,2000.0,0.0,0.0,0.0,1.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-23,Neutral,6,14406.83,2401.1383333333333,584.1,0.48675,2.9205,0.16666666666666666,0.8333333333333334,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-04,Extreme Fear,63,202453.39,3213.5458730158734,12421.7059,13.713594666666667,863.956464,0.47619047619047616,0.5238095238095238,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-05,Extreme Fear,43,151134.41,3514.7537209302327,8341.545900000001,190.4091688372093,8187.59426,0.5581395348837209,0.4418604651162791,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-10,Extreme Fear,2,96269.09,48134.545,7078.61,-18615.3933045,-37230.786609,0.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-12,Fear,39,99440.18000000001,2549.7482051282054,375.2,0.0,0.0,0.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-17,Fear,205,391153.14,1908.0640975609756,428194.8,87.44563776585366,17926.355742,0.5219512195121951,0.5219512195121951,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-18,Fear,283,583306.89,2061.155088339223,855477.4,0.8420996431095406,238.31419899999997,0.18021201413427562,0.18021201413427562,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-19,Fear,119,288183.57,2421.7106722689077,405351.6,7.646280134453781,909.907336,0.01680672268907563,0.01680672268907563,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-20,Neutral,82,49837.98,607.7802439024391,68025.2,0.0,0.0,0.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-21,Fear,3,30175.86,10058.62,2105.83,0.0,0.0,0.0,1.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-23,Fear,93,383297.04,4121.473548387096,289544.9,53.642466978494625,4988.749429,0.5591397849462365,0.5591397849462365,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-24,Neutral,20,34072.35,1703.6174999999998,2105.83,194.83139160000002,3896.627832,1.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-25,Neutral,1,100176.1,100176.1,8489.5,0.0,0.0,0.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-26,Neutral,28,64238.030000000006,2294.2153571428576,96242.5,135.0832232142857,3782.33025,1.0,1.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-27,Fear,178,274731.1,1543.4331460674157,414937.5,36.54110587078652,6504.316844999999,0.16853932584269662,0.16853932584269662,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-03,Fear,142,673491.65,4742.898943661972,380.5683,0.0,0.0,0.0,0.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-04,Fear,34,673225.18,19800.740588235294,380.56820000000005,7.835227647058823,266.39774,1.0,1.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-06,Fear,68,192087.53,2824.8166176470586,349758.3,361.0814875,24553.541149999997,0.3088235294117647,0.3088235294117647,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-07,Extreme Fear,929,3619016.91,3895.6048546824545,2726879.5,27.92434490096878,25941.716413,0.31646932185145316,0.5145317545748116,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-08,Extreme Fear,14,142563.84,10183.131428571429,76639.0,240.46033671428572,3366.444714,1.0,1.0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-09,Extreme Fear,617,2529316.8,4099.378930307941,1743798.63936,-125.29727730145866,-77308.420095,0.23014586709886548,0.8184764991896273,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-10,Fear,306,1773480.6300000001,5795.6883333333335,1050153.93972,-2.7164693529411763,-831.2396219999999,0.5751633986928104,0.3954248366013072,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-13,Neutral,135,2702580.0,20019.11111111111,31.703409999999998,24.232365762962964,3271.3693780000003,0.4740740740740741,0.5259259259259259,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-14,Fear,1,844654.19,844654.19,9.89833,128.67829,128.67829,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-03,Fear,5,12926.69,2585.338,3776.0,20.0751564,100.375782,0.6,0.4,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-03,Greed,2,19061.32,9530.66,129415.0,0.0,0.0,0.0,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-04,Greed,10,19601.33,1960.1330000000003,129415.0,54.005911000000005,540.05911,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-07,Extreme Greed,16,30868.5,1929.28125,81184.0,31.466410999999997,503.46257599999996,0.6875,0.3125,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-10,Extreme Greed,1,9836.88,9836.88,4631.3,0.0,0.0,0.0,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,Extreme Greed,4,10229.96,2557.49,4631.299999999999,98.2698675,393.07947,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-12,Extreme Greed,4,5276.5599999999995,1319.1399999999999,1685.8000000000002,0.0,0.0,0.0,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-13,Extreme Greed,8,14880.86,1860.1075,5092.0,16.88743375,135.09947,0.875,0.125,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-15,Extreme Greed,35,32576.25,930.75,2786.6800000000003,0.0,0.0,0.0,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-19,Extreme Greed,5,32821.74,6564.348,2786.68,49.088992,245.44495999999998,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-22,Extreme Greed,22,65796.23,2990.737727272727,11763.8,47.76790909090909,1050.894,0.3181818181818182,0.6818181818181818,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-23,Extreme Greed,7,21638.73,3091.247142857143,3680.0,112.63581714285715,788.45072,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-26,Extreme Greed,36,36446.43,1012.4008333333334,748.54,0.0,0.0,0.0,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-28,Extreme Greed,25,40302.17,1612.0868,748.54,154.230088,3855.7522,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-29,Extreme Greed,10,133251.1,13325.11,129893.73,0.0,0.0,0.0,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-02,Extreme Greed,1,46692.72,46692.72,5836.59,0.0,0.0,0.0,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-26,Extreme Greed,32,73534.5,2297.953125,2893.46,934.3116154687501,29897.971695000004,0.3125,0.6875,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-28,Greed,10,61546.78,6154.678,2378.16,0.0,0.0,0.0,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-12,Greed,3,23875.1,7958.366666666666,100101.0,1233.2524243333335,3699.757273,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-13,Greed,1,0.22,0.22,0.95208,0.0,0.0,0.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-14,Neutral,1,63734.69,63734.69,2378.16,8019.163096,8019.163096,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,Fear,1,63727.4,63727.4,0.7678,0.0,0.0,0.0,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-05,Fear,19,64289.35,3383.65,0.76772,29.589174736842107,562.1943200000001,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-06,Fear,21,64267.24999999999,3060.3452380952376,0.78518322,0.0,0.0,0.0,0.9523809523809523,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-09,Extreme Fear,19,64377.46000000001,3388.287368421053,0.7851,5.818598105263158,110.553364,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-10,Fear,6,64371.16,10728.526666666667,0.81897148,0.0,0.0,0.0,0.8333333333333334,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-12,Fear,27,67964.39,2517.1996296296297,0.81888,133.11071137037038,3593.989207,1.0,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-13,Neutral,1,0.69,0.69,8.1e-06,0.0,0.0,0.0,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,Greed,45,480326.66,10673.925777777777,12341.0,0.0,0.0,0.0,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,Extreme Greed,10,67508.1,6750.81,290.0,176.246,1762.46,1.0,1.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,Extreme Greed,20,79521.26,3976.0629999999996,58000.0,1.381868,27.63736,0.55,0.1,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,Extreme Greed,44,135586.94,3081.5213636363637,9212.0,0.0,0.0,0.0,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-19,Extreme Greed,4,19948.06,4987.015,55000.0,557.3803075000001,2229.5212300000003,1.0,1.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-23,Greed,2,27187.5,13593.75,750.0,6041.475,12082.95,1.0,1.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,Greed,7,30187.510000000002,4312.501428571429,750.0,0.0,0.0,0.0,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-08,Greed,12,35601.47,2966.789166666667,900.0,0.0,0.0,0.0,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,Greed,2,96910.0,48455.0,1.0,0.0,0.0,0.0,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-16,Extreme Greed,30,45251.76,1508.392,15000.0,0.0,0.0,0.0,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,Fear,5,51613.57,10322.714,6.37,0.0,0.0,0.0,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,Neutral,12,24947.14,2078.9283333333333,4.7299999999999995,0.0,0.0,0.0,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-08,Fear,11,58503.1,5318.463636363636,24712.0,1081.2783498181818,11894.061848,1.0,1.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,Extreme Fear,61,149251.29,2446.7424590163937,1.83496,155.09970963934427,9461.082288,0.04918032786885246,0.04918032786885246,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-14,Fear,8,9614.24,1201.78,10500.0,2002.1569637500002,16017.255710000001,1.0,1.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-15,Neutral,25,78359.31,3134.3723999999997,1793.0,2971.7465402000003,74293.663505,1.0,1.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-18,Fear,5,114984.85,22996.97,893.0,12603.195301,63015.976505,1.0,0.8,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,Fear,58,338670.98,5839.154827586207,4.0,0.0,0.0,0.0,0.3620689655172414,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,Neutral,11,99526.98,9047.907272727272,700.0,0.0,0.0,0.0,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-04-10,Fear,11,44026.89,4002.4445454545453,370.98999999999995,792.8167532727274,8720.984286,1.0,1.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,Greed,20,48733.65,2436.6825,363821.0,0.0,0.0,0.0,1.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,Greed,68,51261.869999999995,753.8510294117647,388621.0,0.0,0.0,0.0,1.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,Greed,3,23168.39,7722.796666666666,10627.7,0.0,0.0,0.0,1.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,Greed,8,169507.75,21188.46875,49258.8,7184.80700325,57478.456026,1.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,Greed,229,245547.44,1072.2595633187773,46860.2,384.6506216069869,88084.992348,1.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,Greed,2,0.67,0.335,1625.0213899999999,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,Greed,1,0.94,0.94,1575.74528,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,Neutral,1,0.12,0.12,7655.26437,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-10,Fear,1,0.68,0.68,5356.19957,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-12,Fear,1,0.61,0.61,3054.266604,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-13,Fear,1,0.67,0.67,67236.86827,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-14,Fear,1,0.53,0.53,5434.286924,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-30,Fear,1,0.62,0.62,38.0606974,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-31,Fear,1,0.96,0.96,5719.32911,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-11,Fear,1,0.54,0.54,35870.82982,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-14,Neutral,1,0.65,0.65,1553.33644,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-21,Neutral,23,165648.12,7202.092173913044,38533.5,1572.416057826087,36165.56933,1.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-05,Neutral,1,0.61,0.61,2269.151296,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,Fear,1,0.73,0.73,4512.64906,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,Extreme Greed,15,124285.34,8285.689333333334,38873.28,8285.663251666667,124284.948775,1.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,Fear,93,417119.94,4485.160645161291,58432.3,60.37690432258064,5615.052102,0.25806451612903225,0.7419354838709677,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,Neutral,108,460247.95,4261.555092592593,400000.0,211.0723185185185,22795.8104,0.4166666666666667,0.5833333333333334,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-21,Greed,255,382634.58,1500.5277647058824,42672.5,322.0276210196078,82117.04336,1.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,Extreme Fear,79,440050.95,5570.2651898734175,39032.37,0.0,0.0,0.0,1.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,Fear,78,96043.49,1231.3267948717948,45000.0,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,Fear,58,87844.56,1514.5613793103448,45000.0,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,Greed,132,110627.96,838.0906060606061,45000.0,0.0,0.0,0.0,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,Greed,54,143378.9,2655.1648148148147,45000.0,0.0,0.0,0.0,0.0,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,Extreme Greed,8,1996.67,249.58375,300.0,1.071289125,8.570313,0.125,0.875,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,Extreme Greed,4,1434.8600000000001,358.71500000000003,150.0,49.3556045,197.422418,0.5,0.5,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,Extreme Greed,42,13860.79,330.0188095238095,17495.239999999998,0.7316005238095238,30.727222,0.023809523809523808,0.6190476190476191,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,Extreme Greed,102,81173.16,795.8152941176471,213265.36,8.927301931372549,910.584797,0.13725490196078433,0.38235294117647056,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,Extreme Greed,290,170421.23,587.6594137931035,59318.07,10.944909306896552,3174.023699,0.36551724137931035,0.5,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,Greed,108,108996.49,1009.2267592592593,19701.32,4.767467166666666,514.886454,0.2962962962962963,0.5648148148148148,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,Extreme Greed,180,104429.77,580.1653888888889,1274306.804,5.781205216666667,1040.616939,0.35,0.46111111111111114,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,Extreme Greed,69,29213.01,423.3769565217391,336985.7,3.29090084057971,227.072158,0.36231884057971014,0.4782608695652174,0.0
